# SigmaTheta v3.0-29-g053a Wed Oct 11 12:59:22 2023 +0000
#
# ./GCoDev data/freqCA.txt data/freqAB.txt 
# cannot open config file /usr/share/sigmatheta/SigmaTheta.conf
# using hardcoded defaults.
# AF                          GCoDev( freqCA, freqAB )
  1.0000000000000000e+00 	  -1.5822698768801253e+00
  2.0000000000000000e+00 	  -7.1516620564809252e-01
  4.0000000000000000e+00 	  -3.6211155665136197e-01
  8.0000000000000000e+00 	  -1.7060913297684019e-01
  1.6000000000000000e+01 	  -1.0714277882857023e-01
  3.2000000000000000e+01 	  -5.0828253381873023e-02
  6.4000000000000000e+01 	  -2.3379022940577421e-02
  1.2800000000000000e+02 	  -1.3214052398385969e-02
  2.5600000000000000e+02 	  -5.9325361833646468e-03
  5.1200000000000000e+02 	  -3.1859793758841873e-03
  1.0240000000000000e+03 	  -1.1872594305012082e-03
  2.0480000000000000e+03 	  -7.9181618114116986e-04
  4.0960000000000000e+03 	  -3.1864022889666255e-04
  8.1920000000000000e+03 	  -1.8946156459394094e-04
  1.6384000000000000e+04 	  -9.2401802887092055e-05
  3.2768000000000000e+04 	  -4.7453355340743471e-05
