# SigmaTheta v3.0-29-g053a Wed Oct 11 12:59:22 2023 +0000
# 
# /GCoDev data/freqBC.txt data/freqCA.txt 
# cannot open config file /usr/share/sigmatheta/SigmaTheta.conf
# using hardcoded defaults.
# AF                          GCoDev( freqBC, freqCA )
  1.0000000000000000e+00 	  -1.7326873626967341e+01
  2.0000000000000000e+00 	  -8.6728637511045310e+00
  4.0000000000000000e+00 	  -4.3259160453426837e+00
  8.0000000000000000e+00 	  -2.1672253715364658e+00
  1.6000000000000000e+01 	  -1.0832324591986147e+00
  3.2000000000000000e+01 	  -5.4196999788713551e-01
  6.4000000000000000e+01 	  -2.7112486792251950e-01
  1.2800000000000000e+02 	  -1.3560263809161266e-01
  2.5600000000000000e+02 	  -6.7501039944739105e-02
  5.1200000000000000e+02 	  -3.3778774118065999e-02
  1.0240000000000000e+03 	  -1.6967984008809077e-02
  2.0480000000000000e+03 	  -8.4465947630849424e-03
  4.0960000000000000e+03 	  -4.2428213734232445e-03
  8.1920000000000000e+03 	  -2.1174831713595926e-03
  1.6384000000000000e+04 	  -1.0558534636972263e-03
  3.2768000000000000e+04 	  -5.2745664531139290e-04
