# SigmaTheta v3.0-29-g053a Wed Oct 11 12:59:22 2023 +0000
#
# ./GCoDev data/freqBC.txt data/freqAB.txt 
# cannot open config file /usr/share/sigmatheta/SigmaTheta.conf
# using hardcoded defaults.
# AF                          GCoDev( freqBC, freqCA )
  1.0000000000000000e+00 	  -8.6572265057967588e+00
  2.0000000000000000e+00 	  -4.3432005973471712e+00
  4.0000000000000000e+00 	  -2.1721589652062332e+00
  8.0000000000000000e+00 	  -1.0880738273515811e+00
  1.6000000000000000e+01 	  -5.4146914222235154e-01
  3.2000000000000000e+01 	  -2.7216329996649430e-01
  6.4000000000000000e+01 	  -1.3536179632154205e-01
  1.2800000000000000e+02 	  -6.7521150727460719e-02
  2.5600000000000000e+02 	  -3.3923783921641061e-02
  5.1200000000000000e+02 	  -1.6903085282002191e-02
  1.0240000000000000e+03 	  -8.5454849855555823e-03
  2.0480000000000000e+03 	  -4.2376272243631599e-03
  4.0960000000000000e+03 	  -2.1168485094171896e-03
  8.1920000000000000e+03 	  -1.0600373993369303e-03
  1.6384000000000000e+04 	  -5.2776620159470755e-04
  3.2768000000000000e+04 	  -2.6352955508714208e-04
